"","kvadratkod","survey","tmean_breeding"
"AD90","AD90","AD90_1",8.47988972508823
"AD91","AD91","AD91_1",8.45706600924897
"AD92","AD92","AD92_1",8.35523413943628
"AD93","AD93","AD93_1",8.38690245283115
"AD94","AD94","AD94_1",8.45299477768267
"AD95","AD95","AD95_1",8.43499115059932
"AD96","AD96","AD96_1",8.4338494877676
"AE81","AE81","AE81_1",8.51715922516204
"AE82","AE82","AE82_1",8.50346780306644
"AE83","AE83","AE83_1",8.4977685735643
"AE90","AE90","AE90_1",8.54709837398701
"AE91","AE91","AE91_1",8.54896489685768
"AE92","AE92","AE92_1",8.54051369407445
"AE93","AE93","AE93_1",8.52242180386939
"AE94","AE94","AE94_1",8.51371379896814
"AE95","AE95","AE95_1",8.5168810188315
"AE96","AE96","AE96_1",8.49797003164103
"AE97","AE97","AE97_1",8.45987645164354
"AE98","AE98","AE98_1",8.47879870646434
"AE99","AE99","AE99_1",8.49087647405082
"AF81","AF81","AF81_1",8.52129170899646
"AF82","AF82","AF82_1",8.52620434496228
"AF90","AF90","AF90_1",8.55983790526081
"AF91","AF91","AF91_1",8.51953995971227
"AF92","AF92","AF92_1",8.51867831318454
"AF93","AF93","AF93_1",8.51470698167725
"AF94","AF94","AF94_1",8.51939834551958
"AF95","AF95","AF95_1",8.51735611481683
"AF96","AF96","AF96_1",8.51061165729971
"AF97","AF97","AF97_1",8.54161102422078
"AF98","AF98","AF98_1",8.54637254719238
"AF99","AF99","AF99_1",8.54436782993506
"BC10","BC10","BC10_1",8.31374268728592
"BC11","BC11","BC11_1",8.33515191154878
"BC20","BC20","BC20_1",8.33884311995448
"BC21","BC21","BC21_1",8.31924583708412
"BC22","BC22","BC22_1",8.3337776455939
"BC23","BC23","BC23_1",8.37702312752133
"BC30","BC30","BC30_1",8.34355824971507
"BC31","BC31","BC31_1",8.34858359141039
"BC32","BC32","BC32_1",8.31007795012647
"BC33","BC33","BC33_1",8.29229347103908
"BC34","BC34","BC34_1",8.36689726659117
"BC40","BC40","BC40_1",8.32582930437392
"BC41","BC41","BC41_1",8.3209457992336
"BC42","BC42","BC42_1",8.30134473871402
"BC43","BC43","BC43_1",8.23502131185067
"BC44","BC44","BC44_1",8.33098264980287
"BC45","BC45","BC45_1",8.36681423778945
"BC50","BC50","BC50_1",8.38339300690578
"BC51","BC51","BC51_1",8.35821479461151
"BC52","BC52","BC52_1",8.29930752795384
"BC53","BC53","BC53_1",8.24466670808225
"BC54","BC54","BC54_1",8.28383805059077
"BC55","BC55","BC55_1",8.29372597303044
"BC56","BC56","BC56_1",8.30917891676167
"BC60","BC60","BC60_1",8.31364602231722
"BC61","BC61","BC61_1",8.46823750475287
"BC62","BC62","BC62_1",8.39345470895456
"BC63","BC63","BC63_1",8.33706557762197
"BC64","BC64","BC64_1",8.38658283821346
"BC65","BC65","BC65_1",8.35515421152899
"BC70","BC70","BC70_1",8.41072791897799
"BC71","BC71","BC71_1",8.4368639816993
"BC72","BC72","BC72_1",8.43677982631469
"BC73","BC73","BC73_1",8.4031242438789
"BC74","BC74","BC74_1",8.41561321924812
"BC75","BC75","BC75_1",8.4270665076016
"BC80","BC80","BC80_1",8.51139922671239
"BC81","BC81","BC81_1",8.42507147091946
"BC82","BC82","BC82_1",8.46078593459166
"BC83","BC83","BC83_1",8.47246782731253
"BC84","BC84","BC84_1",8.4190079433796
"BC85","BC85","BC85_1",8.40601143901458
"BC86","BC86","BC86_1",8.44326204109731
"BC91","BC91","BC91_1",8.522300579567
"BC92","BC92","BC92_1",8.51128410568682
"BC93","BC93","BC93_1",8.48959777940595
"BC94","BC94","BC94_1",8.45895070168003
"BC95","BC95","BC95_1",8.4286207926116
"BC96","BC96","BC96_1",8.42157121548466
"BD00","BD00","BD00_1",8.47947623218767
"BD01","BD01","BD01_1",8.43725978290516
"BD02","BD02","BD02_1",8.30569073752138
"BD03","BD03","BD03_1",8.31959226244577
"BD04","BD04","BD04_1",8.4167892495707
"BD05","BD05","BD05_1",8.44827833819331
"BD06","BD06","BD06_1",8.43385239878983
"BD07","BD07","BD07_1",8.4330032935128
"BD08","BD08","BD08_1",8.41492012414542
"BD09","BD09","BD09_1",8.39463704596138
"BD10","BD10","BD10_1",8.4696102457731
"BD11","BD11","BD11_1",8.4057717217507
"BD12","BD12","BD12_1",8.30719870291332
"BD13","BD13","BD13_1",8.29145359392921
"BD14","BD14","BD14_1",8.42675107460699
"BD16","BD16","BD16_1",8.39875434987064
"BD17","BD17","BD17_1",8.23421985819209
"BD18","BD18","BD18_1",8.3453197314883
"BD19","BD19","BD19_1",8.37309115174707
"BD20","BD20","BD20_1",8.4199740830689
"BD21","BD21","BD21_1",8.36335238952656
"BD22","BD22","BD22_1",8.31476915010112
"BD23","BD23","BD23_1",8.19209057615861
"BD24","BD24","BD24_1",8.38381259458006
"BD26","BD26","BD26_1",8.41134597433726
"BD27","BD27","BD27_1",8.15834354885979
"BD28","BD28","BD28_1",8.22861053472078
"BD29","BD29","BD29_1",8.33839478362866
"BD30","BD30","BD30_1",8.36353357855652
"BD31","BD31","BD31_1",8.30752583789895
"BD32","BD32","BD32_1",8.32243426888259
"BD33","BD33","BD33_1",8.38062341273082
"BD34","BD34","BD34_1",8.46902011058325
"BD35","BD35","BD35_1",8.44353404099895
"BD36","BD36","BD36_1",8.4212198011527
"BD37","BD37","BD37_1",8.37244803913861
"BD38","BD38","BD38_1",8.3696317933182
"BD39","BD39","BD39_1",8.35285088382143
"BD40","BD40","BD40_1",8.30287169789077
"BD41","BD41","BD41_1",8.34382649623329
"BD42","BD42","BD42_1",8.42679030212823
"BD43","BD43","BD43_1",8.4709039000898
"BD44","BD44","BD44_1",8.485123012964
"BD45","BD45","BD45_1",8.3985885698916
"BD46","BD46","BD46_1",8.47152139340736
"BD47","BD47","BD47_1",8.46039126377166
"BD48","BD48","BD48_1",8.46407360973118
"BD49","BD49","BD49_1",8.41871930109623
"BD50","BD50","BD50_1",8.32015320068165
"BD51","BD51","BD51_1",8.43679626070204
"BD52","BD52","BD52_1",8.52522647993302
"BD53","BD53","BD53_1",8.5258312136129
"BD54","BD54","BD54_1",8.52617125956394
"BD55","BD55","BD55_1",8.5148180165837
"BD56","BD56","BD56_1",8.49821062809072
"BD57","BD57","BD57_1",8.42579345089306
"BD58","BD58","BD58_1",8.37068292453533
"BD59","BD59","BD59_1",8.46704173405403
"BD60","BD60","BD60_1",8.36718019690026
"BD61","BD61","BD61_1",8.44681978884064
"BD62","BD62","BD62_1",8.5414225997852
"BD63","BD63","BD63_1",8.53236190074549
"BD64","BD64","BD64_1",8.44430637635177
"BD65","BD65","BD65_1",8.52424971579163
"BD66","BD66","BD66_1",8.48431464448716
"BD67","BD67","BD67_1",8.39123815920757
"BD68","BD68","BD68_1",8.28790365266214
"BD69","BD69","BD69_1",8.42785901624685
"BD70","BD70","BD70_1",8.27827115583641
"BD71","BD71","BD71_1",8.34056720890038
"BD72","BD72","BD72_1",8.50399594465845
"BD73","BD73","BD73_1",8.51935427324344
"BD74","BD74","BD74_1",8.42767170544023
"BD75","BD75","BD75_1",8.47416536043518
"BD76","BD76","BD76_1",8.52394770099571
"BD77","BD77","BD77_1",8.44172349561431
"BD78","BD78","BD78_1",8.38326635847201
"BD79","BD79","BD79_1",8.40862247481071
"BD80","BD80","BD80_1",8.2994537609779
"BD81","BD81","BD81_1",8.40391513746425
"BD82","BD82","BD82_1",8.48890661932704
"BD83","BD83","BD83_1",8.50377055083074
"BD84","BD84","BD84_1",8.39815948540098
"BD85","BD85","BD85_1",8.40743039192386
"BD86","BD86","BD86_1",8.48748110408287
"BD87","BD87","BD87_1",8.44662041053593
"BD88","BD88","BD88_1",8.49303216375528
"BD89","BD89","BD89_1",8.50546869092166
"BD90","BD90","BD90_1",8.4357082600002
"BD91","BD91","BD91_1",8.4913127963848
"BD92","BD92","BD92_1",8.51701930741137
"BD93","BD93","BD93_1",8.495913067844
"BD94","BD94","BD94_1",8.36817365753734
"BD95","BD95","BD95_1",8.36745107883143
"BD96","BD96","BD96_1",8.41784035706618
"BD97","BD97","BD97_1",8.39018253075024
"BD98","BD98","BD98_1",8.49733791257484
"BD99","BD99","BD99_1",8.49788468752292
"BE02","BE02","BE02_1",8.55200830383743
"BE03","BE03","BE03_1",8.53115924399717
"BE04","BE04","BE04_1",8.53393691947412
"BE05","BE05","BE05_1",8.52397437872006
"BE06","BE06","BE06_1",8.50671575011594
"BE07","BE07","BE07_1",8.48958662544708
"BE08","BE08","BE08_1",8.50013824376431
"BE09","BE09","BE09_1",8.49474965330873
"BE10","BE10","BE10_1",8.57341364219215
"BE11","BE11","BE11_1",8.56970725605464
"BE12","BE12","BE12_1",8.54942549329327
"BE13","BE13","BE13_1",8.49981418034252
"BE14","BE14","BE14_1",8.49403031511029
"BE15","BE15","BE15_1",8.49227963508951
"BE16","BE16","BE16_1",8.45517901011424
"BE17","BE17","BE17_1",8.46095627600056
"BE18","BE18","BE18_1",8.50095107582487
"BE19","BE19","BE19_1",8.47049769738554
"BE20","BE20","BE20_1",8.55755653302013
"BE21","BE21","BE21_1",8.49696238463041
"BE22","BE22","BE22_1",8.41769572616246
"BE23","BE23","BE23_1",8.39626723551254
"BE24","BE24","BE24_1",8.39254457065692
"BE25","BE25","BE25_1",8.36175608578873
"BE26","BE26","BE26_1",8.35796467998742
"BE27","BE27","BE27_1",8.36720318374129
"BE28","BE28","BE28_1",8.44465002241206
"BE29","BE29","BE29_1",8.46295591384009
"BE30","BE30","BE30_1",8.523901067138
"BE31","BE31","BE31_1",8.37713866255131
"BE32","BE32","BE32_1",8.23700357780271
"BE33","BE33","BE33_1",8.25912727471765
"BE34","BE34","BE34_1",8.329983651172
"BE35","BE35","BE35_1",8.33754994412898
"BE36","BE36","BE36_1",8.27795663122645
"BE37","BE37","BE37_1",8.30426959475378
"BE38","BE38","BE38_1",8.37269743361896
"BE39","BE39","BE39_1",8.44471989546684
"BE40","BE40","BE40_1",8.51673539715854
"BE41","BE41","BE41_1",8.40626420513326
"BE42","BE42","BE42_1",8.32221883493212
"BE43","BE43","BE43_1",8.25035518460739
"BE44","BE44","BE44_1",8.26905772022686
"BE45","BE45","BE45_1",8.2482437372618
"BE46","BE46","BE46_1",8.25105625842889
"BE47","BE47","BE47_1",8.27500702386586
"BE48","BE48","BE48_1",8.37815433388009
"BE49","BE49","BE49_1",8.42554599907693
"BE50","BE50","BE50_1",8.4886839793968
"BE51","BE51","BE51_1",8.3882002339671
"BE52","BE52","BE52_1",8.3698502906898
"BE53","BE53","BE53_1",8.35525764516624
"BE54","BE54","BE54_1",8.30875007852435
"BE55","BE55","BE55_1",8.17999096035537
"BE56","BE56","BE56_1",8.17441834420909
"BE57","BE57","BE57_1",8.28036642330411
"BE58","BE58","BE58_1",8.37733099813722
"BE59","BE59","BE59_1",8.38789148810244
"BE60","BE60","BE60_1",8.49848281084599
"BE61","BE61","BE61_1",8.44136193410875
"BE62","BE62","BE62_1",8.39990333751623
"BE63","BE63","BE63_1",8.38322869575448
"BE64","BE64","BE64_1",8.33681285265076
"BE65","BE65","BE65_1",8.27813264007125
"BE66","BE66","BE66_1",8.25578559609329
"BE67","BE67","BE67_1",8.28342718680345
"BE68","BE68","BE68_1",8.38720758385874
"BE69","BE69","BE69_1",8.37425647892858
"BE70","BE70","BE70_1",8.45271648709165
"BE71","BE71","BE71_1",8.39394948932155
"BE72","BE72","BE72_1",8.2941056976802
"BE73","BE73","BE73_1",8.32009326346538
"BE74","BE74","BE74_1",8.29702603284334
"BE75","BE75","BE75_1",8.3083796506722
"BE76","BE76","BE76_1",8.31912736896706
"BE77","BE77","BE77_1",8.34579958435893
"BE78","BE78","BE78_1",8.41668120805605
"BE79","BE79","BE79_1",8.39212657451624
"BE80","BE80","BE80_1",8.45071441356628
"BE81","BE81","BE81_1",8.33942795408066
"BE82","BE82","BE82_1",8.25908231699311
"BE83","BE83","BE83_1",8.2894664229323
"BE84","BE84","BE84_1",8.28594367628395
"BE85","BE85","BE85_1",8.3199800944575
"BE86","BE86","BE86_1",8.36837148867456
"BE87","BE87","BE87_1",8.39083783693899
"BE88","BE88","BE88_1",8.40902692660054
"BE89","BE89","BE89_1",8.35473279205368
"BE90","BE90","BE90_1",8.42249807235838
"BE91","BE91","BE91_1",8.38346834444758
"BE92","BE92","BE92_1",8.28050703717781
"BE93","BE93","BE93_1",8.3069860709298
"BE94","BE94","BE94_1",8.32000807166118
"BE95","BE95","BE95_1",8.33002874620246
"BE96","BE96","BE96_1",8.36580240803503
"BE97","BE97","BE97_1",8.37120415255453
"BE98","BE98","BE98_1",8.3783182688692
"BE99","BE99","BE99_1",8.37088436094641
"BF00","BF00","BF00_1",8.5687316849411
"BF01","BF01","BF01_1",8.5421876263124
"BF02","BF02","BF02_1",8.53523305780088
"BF03","BF03","BF03_1",8.47364498393141
"BF04","BF04","BF04_1",8.55547453319264
"BF05","BF05","BF05_1",8.48635184852119
"BF06","BF06","BF06_1",8.53487890484377
"BF07","BF07","BF07_1",8.5645138424372
"BF08","BF08","BF08_1",8.56907568826816
"BF10","BF10","BF10_1",8.5595795345032
"BF11","BF11","BF11_1",8.51877972975744
"BF12","BF12","BF12_1",8.55600229066015
"BF13","BF13","BF13_1",8.5185035257993
"BF14","BF14","BF14_1",8.50492941390424
"BF15","BF15","BF15_1",8.50275917818625
"BF16","BF16","BF16_1",8.53633097991496
"BF17","BF17","BF17_1",8.56208266064455
"BF18","BF18","BF18_1",8.5837138723764
"BF20","BF20","BF20_1",8.53394298529381
"BF21","BF21","BF21_1",8.51343853138773
"BF22","BF22","BF22_1",8.57992060831301
"BF23","BF23","BF23_1",8.51058420447393
"BF24","BF24","BF24_1",8.46993652633645
"BF25","BF25","BF25_1",8.44947968895234
"BF26","BF26","BF26_1",8.48242750872797
"BF27","BF27","BF27_1",8.5187655210731
"BF28","BF28","BF28_1",8.54531145881255
"BF29","BF29","BF29_1",8.58230827785117
"BF30","BF30","BF30_1",8.47484760417033
"BF31","BF31","BF31_1",8.5066947997859
"BF32","BF32","BF32_1",8.52158453307273
"BF33","BF33","BF33_1",8.49840468504347
"BF34","BF34","BF34_1",8.41707920718202
"BF35","BF35","BF35_1",8.38769281651892
"BF36","BF36","BF36_1",8.4112072573961
"BF37","BF37","BF37_1",8.43546053461709
"BF38","BF38","BF38_1",8.4814410008133
"BF39","BF39","BF39_1",8.5695470528987
"BF40","BF40","BF40_1",8.47154766403029
"BF41","BF41","BF41_1",8.49387197030674
"BF42","BF42","BF42_1",8.46799916752551
"BF43","BF43","BF43_1",8.54250642936514
"BF44","BF44","BF44_1",8.49603847175723
"BF45","BF45","BF45_1",8.42285681995244
"BF46","BF46","BF46_1",8.37874822150893
"BF47","BF47","BF47_1",8.39429637707846
"BF48","BF48","BF48_1",8.50351597117725
"BF49","BF49","BF49_1",8.56684288781417
"BF50","BF50","BF50_1",8.53464192427209
"BF51","BF51","BF51_1",8.4681672475315
"BF52","BF52","BF52_1",8.49035770102814
"BF53","BF53","BF53_1",8.51848721979998
"BF54","BF54","BF54_1",8.49565918648762
"BF55","BF55","BF55_1",8.42980166899797
"BF56","BF56","BF56_1",8.41713495984534
"BF57","BF57","BF57_1",8.38258899197991
"BF58","BF58","BF58_1",8.48800658287287
"BF59","BF59","BF59_1",8.54756822710748
"BF60","BF60","BF60_1",8.56078331625383
"BF61","BF61","BF61_1",8.50528609157829
"BF62","BF62","BF62_1",8.4664102114866
"BF63","BF63","BF63_1",8.4773182922485
"BF64","BF64","BF64_1",8.49120872480745
"BF65","BF65","BF65_1",8.45569554336454
"BF66","BF66","BF66_1",8.44600802101574
"BF67","BF67","BF67_1",8.45668696263172
"BF68","BF68","BF68_1",8.50841142554902
"BF69","BF69","BF69_1",8.51057040657966
"BF70","BF70","BF70_1",8.51113401006008
"BF71","BF71","BF71_1",8.514784840834
"BF72","BF72","BF72_1",8.46845583396106
"BF73","BF73","BF73_1",8.45054353252094
"BF74","BF74","BF74_1",8.46362213165445
"BF75","BF75","BF75_1",8.46413644426017
"BF76","BF76","BF76_1",8.47141698436037
"BF77","BF77","BF77_1",8.47424418389072
"BF78","BF78","BF78_1",8.46916325769003
"BF79","BF79","BF79_1",8.49705226372692
"BF80","BF80","BF80_1",8.47359987069911
"BF81","BF81","BF81_1",8.4405882301137
"BF82","BF82","BF82_1",8.40618962285721
"BF83","BF83","BF83_1",8.40766524718342
"BF84","BF84","BF84_1",8.43245449010015
"BF85","BF85","BF85_1",8.42500503204291
"BF86","BF86","BF86_1",8.42866570673459
"BF87","BF87","BF87_1",8.43439115963091
"BF88","BF88","BF88_1",8.39856057869882
"BF89","BF89","BF89_1",8.44126178492608
"BF90","BF90","BF90_1",8.3951800680357
"BF91","BF91","BF91_1",8.32070460037679
"BF92","BF92","BF92_1",8.34900429383533
"BF93","BF93","BF93_1",8.35739324429346
"BF94","BF94","BF94_1",8.32110711684987
"BF95","BF95","BF95_1",8.37533879030744
"BF96","BF96","BF96_1",8.38683390748688
"BF97","BF97","BF97_1",8.39545210706074
"BF98","BF98","BF98_1",8.3834503954004
"BF99","BF99","BF99_1",8.41975989413747
"BG09","BG09","BG09_1",8.57967674410581
"BG19","BG19","BG19_1",8.58874740256915
"BG26","BG26","BG26_1",8.59924215038522
"BG27","BG27","BG27_1",8.57891360641167
"BG28","BG28","BG28_1",8.58384108158232
"BG29","BG29","BG29_1",8.58691543859214
"BG30","BG30","BG30_1",8.68181272561106
"BG31","BG31","BG31_1",8.66658353194058
"BG32","BG32","BG32_1",8.66371305401917
"BG33","BG33","BG33_1",8.65632708049784
"BG36","BG36","BG36_1",8.60532777189908
"BG37","BG37","BG37_1",8.60484624434396
"BG38","BG38","BG38_1",8.60554155202562
"BG39","BG39","BG39_1",8.54215734041099
"BG40","BG40","BG40_1",8.68963687824013
"BG41","BG41","BG41_1",8.66533212838893
"BG42","BG42","BG42_1",8.66621054342695
"BG43","BG43","BG43_1",8.67334229249836
"BG45","BG45","BG45_1",8.66051817152373
"BG48","BG48","BG48_1",8.63922139190517
"BG49","BG49","BG49_1",8.57788476268386
"BG50","BG50","BG50_1",8.69371824662969
"BG51","BG51","BG51_1",8.71074411953316
"BG52","BG52","BG52_1",8.70740262359852
"BG53","BG53","BG53_1",8.69586444554142
"BG54","BG54","BG54_1",8.6861287890745
"BG55","BG55","BG55_1",8.67267147873393
"BG56","BG56","BG56_1",8.67202674753162
"BG57","BG57","BG57_1",8.64929166052039
"BG58","BG58","BG58_1",8.63349104232441
"BG59","BG59","BG59_1",8.60674046733736
"BG60","BG60","BG60_1",8.7110423203875
"BG61","BG61","BG61_1",8.72521280823333
"BG62","BG62","BG62_1",8.70109253651358
"BG63","BG63","BG63_1",8.68949025952627
"BG64","BG64","BG64_1",8.6594221705468
"BG65","BG65","BG65_1",8.64148499215589
"BG66","BG66","BG66_1",8.66944322021409
"BG67","BG67","BG67_1",8.65733830941033
"BG68","BG68","BG68_1",8.59877923265346
"BG69","BG69","BG69_1",8.57752057401097
"BG70","BG70","BG70_1",8.71763547481386
"BG71","BG71","BG71_1",8.71621757359231
"BG72","BG72","BG72_1",8.63698825455503
"BG73","BG73","BG73_1",8.63557443193386
"BG74","BG74","BG74_1",8.62437014213776
"BG75","BG75","BG75_1",8.61775691190975
"BG76","BG76","BG76_1",8.67287030277075
"BG77","BG77","BG77_1",8.63773501498709
"BG78","BG78","BG78_1",8.56623928043498
"BG79","BG79","BG79_1",8.54181104139208
"BG80","BG80","BG80_1",8.6975941611559
"BG81","BG81","BG81_1",8.62080507684374
"BG82","BG82","BG82_1",8.61578606636414
"BG83","BG83","BG83_1",8.60216033349491
"BG84","BG84","BG84_1",8.54270255074374
"BG85","BG85","BG85_1",8.62153516852056
"BG86","BG86","BG86_1",8.65373884018431
"BG87","BG87","BG87_1",8.60712420782413
"BG88","BG88","BG88_1",8.56410494717733
"BG89","BG89","BG89_1",8.45984246181085
"BG90","BG90","BG90_1",8.67549977324066
"BG91","BG91","BG91_1",8.62575978403322
"BG92","BG92","BG92_1",8.548680339703
"BG93","BG93","BG93_1",8.52274031046154
"BG94","BG94","BG94_1",8.54296540340662
"BG95","BG95","BG95_1",8.60520090010117
"BG96","BG96","BG96_1",8.55942389681068
"BG97","BG97","BG97_1",8.5255006993889
"BG98","BG98","BG98_1",8.53087563192139
"BG99","BG99","BG99_1",8.37400937329867
"BH49","BH49","BH49_1",8.69821643829346
"BH57","BH57","BH57_1",8.75532628774087
"BH58","BH58","BH58_1",8.71489068610415
"BH59","BH59","BH59_1",8.68751591371895
"BH66","BH66","BH66_1",8.78160204403449
"BH67","BH67","BH67_1",8.76286260359135
"BH68","BH68","BH68_1",8.73270694204929
"BH69","BH69","BH69_1",8.7056432870213
"BH76","BH76","BH76_1",8.8002747955036
"BH77","BH77","BH77_1",8.77016447184002
"BH78","BH78","BH78_1",8.71312587529034
"BH79","BH79","BH79_1",8.70331151044686
"BH86","BH86","BH86_1",8.80674975542701
"BH87","BH87","BH87_1",8.8003757449759
"BH88","BH88","BH88_1",8.73151194642258
"BH89","BH89","BH89_1",8.70217698684188
"BH96","BH96","BH96_1",8.79962131307468
"BH97","BH97","BH97_1",8.79535626250141
"BH98","BH98","BH98_1",8.74622751642575
"BH99","BH99","BH99_1",8.68518780382632
"CB70","CB70","CB70_1",8.49057256349928
"CB80","CB80","CB80_1",8.48555101126713
"CB81","CB81","CB81_1",8.52393846209783
"CB82","CB82","CB82_1",8.50384158944538
"CB90","CB90","CB90_1",8.53049958002287
"CB91","CB91","CB91_1",8.48450193024705
"CB92","CB92","CB92_1",8.44727855734615
"CB93","CB93","CB93_1",8.38300198132339
"CB94","CB94","CB94_1",8.45283581394666
"CC01","CC01","CC01_1",8.53852486342884
"CC03","CC03","CC03_1",8.51896615715954
"CC04","CC04","CC04_1",8.48587976573139
"CC05","CC05","CC05_1",8.48173079065056
"CC06","CC06","CC06_1",8.42001753825057
"CC10","CC10","CC10_1",8.55602361249074
"CC11","CC11","CC11_1",8.55207108562734
"CC14","CC14","CC14_1",8.52690741310817
"CC15","CC15","CC15_1",8.51279963816115
"CC16","CC16","CC16_1",8.46775845844535
"CC20","CC20","CC20_1",8.54926412443308
"CC21","CC21","CC21_1",8.4620398225642
"CC22","CC22","CC22_1",8.54293808589763
"CC23","CC23","CC23_1",8.54702044864471
"CC24","CC24","CC24_1",8.52932800660323
"CC25","CC25","CC25_1",8.51713698634856
"CC26","CC26","CC26_1",8.4900735143545
"CC30","CC30","CC30_1",8.50422560520747
"CC31","CC31","CC31_1",8.50007234874286
"CC32","CC32","CC32_1",8.44377177588295
"CC33","CC33","CC33_1",8.53671160014171
"CC34","CC34","CC34_1",8.46869133468466
"CC35","CC35","CC35_1",8.40086215999943
"CC36","CC36","CC36_1",8.39925466674033
"CC40","CC40","CC40_1",8.42490111198893
"CC41","CC41","CC41_1",8.45654054658726
"CC42","CC42","CC42_1",8.50337237205984
"CC43","CC43","CC43_1",8.5593943443368
"CC44","CC44","CC44_1",8.511373910238
"CC45","CC45","CC45_1",8.35150909832342
"CC46","CC46","CC46_1",8.37837490329465
"CC47","CC47","CC47_1",8.56177300363534
"CC50","CC50","CC50_1",8.38950669636415
"CC51","CC51","CC51_1",8.39754124137384
"CC52","CC52","CC52_1",8.45659296874515
"CC53","CC53","CC53_1",8.51654817242118
"CC54","CC54","CC54_1",8.55334779005997
"CC55","CC55","CC55_1",8.45289594734216
"CC56","CC56","CC56_1",8.45010724637587
"CC57","CC57","CC57_1",8.54747753547894
"CC60","CC60","CC60_1",8.44773663536995
"CC61","CC61","CC61_1",8.44583643269088
"CC62","CC62","CC62_1",8.49309856892901
"CC63","CC63","CC63_1",8.5177409154531
"CC64","CC64","CC64_1",8.59034294020594
"CC65","CC65","CC65_1",8.57544291839343
"CC66","CC66","CC66_1",8.56805121171443
"CC67","CC67","CC67_1",8.50843851387148
"CC68","CC68","CC68_1",8.53736206457348
"CC70","CC70","CC70_1",8.41660522438807
"CC71","CC71","CC71_1",8.42304933397971
"CC72","CC72","CC72_1",8.47595568194217
"CC73","CC73","CC73_1",8.6021139121
"CC74","CC74","CC74_1",8.59851767354238
"CC75","CC75","CC75_1",8.57854578962491
"CC76","CC76","CC76_1",8.58288729339021
"CC77","CC77","CC77_1",8.54256611586321
"CC78","CC78","CC78_1",8.52212624620483
"CC79","CC79","CC79_1",8.49571483733873
"CC80","CC80","CC80_1",8.36561189734223
"CC81","CC81","CC81_1",8.31119146045122
"CC82","CC82","CC82_1",8.29441037164435
"CC83","CC83","CC83_1",8.52114552367428
