"","kvadratkod","survey","tmean_breeding"
"CC84","CC84","CC84_1",8.5943647905769
"CC85","CC85","CC85_1",8.59853550662469
"CC86","CC86","CC86_1",8.60379159375069
"CC87","CC87","CC87_1",8.57077597328949
"CC88","CC88","CC88_1",8.56365449092079
"CC89","CC89","CC89_1",8.49563919344164
"CC90","CC90","CC90_1",8.25987292476892
"CC91","CC91","CC91_1",8.30263278724729
"CC92","CC92","CC92_1",8.3690400699764
"CC93","CC93","CC93_1",8.45583018752128
"CC94","CC94","CC94_1",8.60670529772632
"CC95","CC95","CC95_1",8.6210908269449
"CC96","CC96","CC96_1",8.5900541833677
"CC97","CC97","CC97_1",8.55643053389816
"CC98","CC98","CC98_1",8.56317663969089
"CC99","CC99","CC99_1",8.56072878372045
"CD00","CD00","CD00_1",8.41152879284143
"CD01","CD01","CD01_1",8.40112987908878
"CD02","CD02","CD02_1",8.4738415164823
"CD03","CD03","CD03_1",8.53045664596806
"CD04","CD04","CD04_1",8.50034864370021
"CD05","CD05","CD05_1",8.45811359005857
"CD06","CD06","CD06_1",8.35957205182515
"CD07","CD07","CD07_1",8.44481334229185
"CD08","CD08","CD08_1",8.47355796251419
"CD09","CD09","CD09_1",8.48649506921847
"CD10","CD10","CD10_1",8.34427356898949
"CD11","CD11","CD11_1",8.38593140465764
"CD12","CD12","CD12_1",8.41241596824428
"CD13","CD13","CD13_1",8.51557819328418
"CD14","CD14","CD14_1",8.54126418692664
"CD15","CD15","CD15_1",8.57024080165579
"CD16","CD16","CD16_1",8.47378941460488
"CD17","CD17","CD17_1",8.46888792713452
"CD18","CD18","CD18_1",8.51378596670517
"CD20","CD20","CD20_1",8.32726127582928
"CD21","CD21","CD21_1",8.37987379457492
"CD22","CD22","CD22_1",8.49723620400123
"CD23","CD23","CD23_1",8.49356575217244
"CD24","CD24","CD24_1",8.42620540427883
"CD25","CD25","CD25_1",8.58198070117033
"CD26","CD26","CD26_1",8.52320784927823
"CD27","CD27","CD27_1",8.5562435256561
"CD28","CD28","CD28_1",8.52789281840582
"CD29","CD29","CD29_1",8.48965451746504
"CD30","CD30","CD30_1",8.29239790157397
"CD31","CD31","CD31_1",8.43982707797638
"CD32","CD32","CD32_1",8.46388712133301
"CD33","CD33","CD33_1",8.52592647848186
"CD34","CD34","CD34_1",8.54632216961797
"CD35","CD35","CD35_1",8.59573675672628
"CD36","CD36","CD36_1",8.57136500665077
"CD37","CD37","CD37_1",8.45713098928543
"CD38","CD38","CD38_1",8.43909282146487
"CD39","CD39","CD39_1",8.4658050615159
"CD40","CD40","CD40_1",8.44808963200057
"CD41","CD41","CD41_1",8.39911789362694
"CD42","CD42","CD42_1",8.37856138461756
"CD43","CD43","CD43_1",8.5682238884532
"CD44","CD44","CD44_1",8.45181686770426
"CD45","CD45","CD45_1",8.44510224623891
"CD46","CD46","CD46_1",8.48669319256633
"CD47","CD47","CD47_1",8.46901266709617
"CD48","CD48","CD48_1",8.43765858050714
"CD49","CD49","CD49_1",8.45941765234406
"CD50","CD50","CD50_1",8.46868024207125
"CD51","CD51","CD51_1",8.39349981775946
"CD52","CD52","CD52_1",8.37174710588175
"CD53","CD53","CD53_1",8.50238642870899
"CD54","CD54","CD54_1",8.48164455942029
"CD55","CD55","CD55_1",8.43744674214942
"CD56","CD56","CD56_1",8.45776982852219
"CD57","CD57","CD57_1",8.44404428683386
"CD58","CD58","CD58_1",8.44827771086205
"CD59","CD59","CD59_1",8.40667972358363
"CD60","CD60","CD60_1",8.37168158754437
"CD61","CD61","CD61_1",8.34138856420777
"CD62","CD62","CD62_1",8.36659965598986
"CD63","CD63","CD63_1",8.4927998390875
"CD64","CD64","CD64_1",8.45434405395203
"CD65","CD65","CD65_1",8.39878753353799
"CD66","CD66","CD66_1",8.44372711152514
"CD67","CD67","CD67_1",8.4289595536305
"CD68","CD68","CD68_1",8.44061774898753
"CD69","CD69","CD69_1",8.4196276045503
"CD70","CD70","CD70_1",8.32776177239317
"CD71","CD71","CD71_1",8.43022785326684
"CD72","CD72","CD72_1",8.3560450208821
"CD73","CD73","CD73_1",8.45862807277281
"CD74","CD74","CD74_1",8.44708102188896
"CD75","CD75","CD75_1",8.3815259769004
"CD76","CD76","CD76_1",8.42652675710305
"CD77","CD77","CD77_1",8.37430961265058
"CD78","CD78","CD78_1",8.41221844537001
"CD79","CD79","CD79_1",8.42356019074516
"CD80","CD80","CD80_1",8.24861021371476
"CD81","CD81","CD81_1",8.47972776187115
"CD82","CD82","CD82_1",8.36242134582496
"CD83","CD83","CD83_1",8.44134084957295
"CD84","CD84","CD84_1",8.48720802168286
"CD85","CD85","CD85_1",8.37610083922759
"CD86","CD86","CD86_1",8.38538472995966
"CD87","CD87","CD87_1",8.24525779782096
"CD88","CD88","CD88_1",8.31439525337536
"CD89","CD89","CD89_1",8.37574074432002
"CD90","CD90","CD90_1",8.34433971964454
"CD91","CD91","CD91_1",8.45266148163194
"CD92","CD92","CD92_1",8.35949217581306
"CD93","CD93","CD93_1",8.46373221016779
"CD94","CD94","CD94_1",8.4166336893053
"CD95","CD95","CD95_1",8.40049246717546
"CD96","CD96","CD96_1",8.31102606119567
"CD97","CD97","CD97_1",8.2479895988962
"CD98","CD98","CD98_1",8.20400527794306
"CD99","CD99","CD99_1",8.23971330646062
"CE00","CE00","CE00_1",8.36614358838709
"CE01","CE01","CE01_1",8.3647658783824
"CE02","CE02","CE02_1",8.33118336102003
"CE03","CE03","CE03_1",8.29058465250757
"CE04","CE04","CE04_1",8.2898031617257
"CE05","CE05","CE05_1",8.33947966128941
"CE06","CE06","CE06_1",8.3326547170002
"CE07","CE07","CE07_1",8.32365197007009
"CE08","CE08","CE08_1",8.36490265665607
"CE09","CE09","CE09_1",8.42418441719081
"CE10","CE10","CE10_1",8.32673481502969
"CE11","CE11","CE11_1",8.30429559475471
"CE12","CE12","CE12_1",8.29093940324087
"CE13","CE13","CE13_1",8.26165497421242
"CE14","CE14","CE14_1",8.22003283363874
"CE15","CE15","CE15_1",8.27288780740479
"CE16","CE16","CE16_1",8.26916553877309
"CE17","CE17","CE17_1",8.29757705308826
"CE18","CE18","CE18_1",8.37945537261984
"CE19","CE19","CE19_1",8.38350833890276
"CE20","CE20","CE20_1",8.27248794546472
"CE21","CE21","CE21_1",8.24301327482438
"CE22","CE22","CE22_1",8.17303680943979
"CE23","CE23","CE23_1",8.2072048248883
"CE24","CE24","CE24_1",8.21071925614618
"CE25","CE25","CE25_1",8.21910331948925
"CE26","CE26","CE26_1",8.24902622781348
"CE27","CE27","CE27_1",8.30988935334434
"CE28","CE28","CE28_1",8.29104603519562
"CE29","CE29","CE29_1",8.25326242964536
"CE30","CE30","CE30_1",8.2107091231106
"CE31","CE31","CE31_1",8.21677229617327
"CE32","CE32","CE32_1",8.15589798951098
"CE33","CE33","CE33_1",8.13557174341724
"CE34","CE34","CE34_1",8.12129876725855
"CE35","CE35","CE35_1",8.17774576093983
"CE36","CE36","CE36_1",8.16484196993084
"CE37","CE37","CE37_1",8.22555459978871
"CE38","CE38","CE38_1",8.21044728167151
"CE39","CE39","CE39_1",8.20199280188451
"CE40","CE40","CE40_1",8.11192845337162
"CE41","CE41","CE41_1",8.13711768866358
"CE42","CE42","CE42_1",8.08228964128866
"CE43","CE43","CE43_1",8.05853643502883
"CE44","CE44","CE44_1",8.04690166766294
"CE45","CE45","CE45_1",8.13728475656612
"CE46","CE46","CE46_1",8.15479794396913
"CE47","CE47","CE47_1",8.21709545228905
"CE48","CE48","CE48_1",8.22571449653433
"CE49","CE49","CE49_1",8.33455699859282
"CE50","CE50","CE50_1",7.98564008113908
"CE51","CE51","CE51_1",8.05603165374823
"CE52","CE52","CE52_1",8.06674550737444
"CE53","CE53","CE53_1",7.99950427063179
"CE54","CE54","CE54_1",8.1009155466982
"CE55","CE55","CE55_1",8.11290847803851
"CE56","CE56","CE56_1",8.20230049032955
"CE57","CE57","CE57_1",8.25600381499688
"CE58","CE58","CE58_1",8.32904267596485
"CE59","CE59","CE59_1",8.3932509213887
"CE60","CE60","CE60_1",8.02358948477097
"CE61","CE61","CE61_1",8.06071511794278
"CE62","CE62","CE62_1",8.11297022012398
"CE63","CE63","CE63_1",7.96174129143742
"CE64","CE64","CE64_1",8.30957667058967
"CE65","CE65","CE65_1",8.2690446077402
"CE66","CE66","CE66_1",8.25959406393711
"CE67","CE67","CE67_1",8.28209918468178
"CE68","CE68","CE68_1",8.32408855981867
"CE69","CE69","CE69_1",8.34123984424985
"CE70","CE70","CE70_1",7.98539283652218
"CE71","CE71","CE71_1",7.94916732743121
"CE72","CE72","CE72_1",8.20291046065767
"CE73","CE73","CE73_1",8.07902189346689
"CE74","CE74","CE74_1",8.32532532343385
"CE75","CE75","CE75_1",8.29913941559261
"CE76","CE76","CE76_1",8.19869227447904
"CE77","CE77","CE77_1",8.33850511970383
"CE78","CE78","CE78_1",8.45299258838656
"CE79","CE79","CE79_1",8.40747740701436
"CE80","CE80","CE80_1",8.17510518778656
"CE81","CE81","CE81_1",8.1998967353958
"CE82","CE82","CE82_1",8.33788725652972
"CE83","CE83","CE83_1",8.0746400313832
"CE84","CE84","CE84_1",8.20588005045671
"CE85","CE85","CE85_1",8.30981680917151
"CE86","CE86","CE86_1",8.3484056762996
"CE87","CE87","CE87_1",8.39541184122786
"CE88","CE88","CE88_1",8.38014965025839
"CE89","CE89","CE89_1",8.40176004231639
"CE90","CE90","CE90_1",8.18027748234951
"CE91","CE91","CE91_1",8.18777999964898
"CE92","CE92","CE92_1",8.41761093864286
"CE93","CE93","CE93_1",8.30468411766792
"CE94","CE94","CE94_1",8.10225862397819
"CE95","CE95","CE95_1",8.09061007165933
"CE96","CE96","CE96_1",8.27998779971265
"CE97","CE97","CE97_1",8.27387366456844
"CE98","CE98","CE98_1",8.28129849769431
"CE99","CE99","CE99_1",8.28286250561951
"CF00","CF00","CF00_1",8.38672719681635
"CF01","CF01","CF01_1",8.25454950884504
"CF02","CF02","CF02_1",8.24456211735848
"CF03","CF03","CF03_1",8.27438356695885
"CF04","CF04","CF04_1",8.27822901112624
"CF05","CF05","CF05_1",8.3260526721137
"CF06","CF06","CF06_1",8.320235029744
"CF07","CF07","CF07_1",8.35150005667423
"CF08","CF08","CF08_1",8.31582724539056
"CF09","CF09","CF09_1",8.35792171907326
"CF10","CF10","CF10_1",8.3649981486818
"CF11","CF11","CF11_1",8.2885829075753
"CF12","CF12","CF12_1",8.24291591597501
"CF13","CF13","CF13_1",8.22963784626381
"CF14","CF14","CF14_1",8.26948122237697
"CF15","CF15","CF15_1",8.2582647957135
"CF16","CF16","CF16_1",8.26167671492783
"CF17","CF17","CF17_1",8.27588587631277
"CF18","CF18","CF18_1",8.3098978502565
"CF19","CF19","CF19_1",8.26786769681192
"CF20","CF20","CF20_1",8.40330961078013
"CF21","CF21","CF21_1",8.34357555494327
"CF22","CF22","CF22_1",8.25316795518514
"CF23","CF23","CF23_1",8.20655984538609
"CF24","CF24","CF24_1",8.1976111753023
"CF25","CF25","CF25_1",8.13451266111358
"CF26","CF26","CF26_1",8.18267354173496
"CF27","CF27","CF27_1",8.16049923249007
"CF28","CF28","CF28_1",8.18894349368165
"CF29","CF29","CF29_1",8.25989349827094
"CF30","CF30","CF30_1",8.3805529250691
"CF31","CF31","CF31_1",8.30205783843941
"CF32","CF32","CF32_1",8.26459218330029
"CF33","CF33","CF33_1",8.35536595384926
"CF34","CF34","CF34_1",8.19610675442866
"CF35","CF35","CF35_1",8.04094663144327
"CF36","CF36","CF36_1",8.12734173008564
"CF37","CF37","CF37_1",8.07852770000948
"CF38","CF38","CF38_1",8.06377524923718
"CF39","CF39","CF39_1",8.18294473617985
"CF40","CF40","CF40_1",8.41603597342597
"CF41","CF41","CF41_1",8.28229300870945
"CF42","CF42","CF42_1",8.24274069126654
"CF43","CF43","CF43_1",8.2607162917451
"CF44","CF44","CF44_1",8.19854672543887
"CF45","CF45","CF45_1",8.12954887472794
"CF46","CF46","CF46_1",8.12507062565723
"CF47","CF47","CF47_1",8.03981487839497
"CF48","CF48","CF48_1",7.95259198389982
"CF49","CF49","CF49_1",8.08012201388171
"CF50","CF50","CF50_1",8.43222368678704
"CF51","CF51","CF51_1",8.39104426606377
"CF52","CF52","CF52_1",8.27264748642285
"CF53","CF53","CF53_1",8.19868277037211
"CF54","CF54","CF54_1",8.35388370508559
"CF55","CF55","CF55_1",8.10870742576493
"CF56","CF56","CF56_1",8.04855515119223
"CF57","CF57","CF57_1",8.08927444138561
"CF58","CF58","CF58_1",8.10847758102776
"CF59","CF59","CF59_1",8.00719270307363
"CF60","CF60","CF60_1",8.46533782096771
"CF61","CF61","CF61_1",8.31548441149122
"CF62","CF62","CF62_1",8.24918619949538
"CF63","CF63","CF63_1",8.1910007901377
"CF64","CF64","CF64_1",8.38224693208539
"CF65","CF65","CF65_1",8.17467094382883
"CF66","CF66","CF66_1",8.10539618959841
"CF67","CF67","CF67_1",8.16987833898601
"CF68","CF68","CF68_1",8.19563772309064
"CF69","CF69","CF69_1",8.04793729085623
"CF70","CF70","CF70_1",8.58444091074178
"CF71","CF71","CF71_1",8.43382718892927
"CF72","CF72","CF72_1",8.32967552124633
"CF73","CF73","CF73_1",8.27473292104561
"CF74","CF74","CF74_1",8.3918286859521
"CF75","CF75","CF75_1",8.14784930912566
"CF76","CF76","CF76_1",8.11492543832042
"CF77","CF77","CF77_1",8.22302074706167
"CF78","CF78","CF78_1",8.26608796525819
"CF79","CF79","CF79_1",8.18756080784811
"CF80","CF80","CF80_1",8.57425397013322
"CF81","CF81","CF81_1",8.50797917949577
"CF82","CF82","CF82_1",8.53202542215688
"CF83","CF83","CF83_1",8.4240820084108
"CF84","CF84","CF84_1",8.49778410662631
"CF85","CF85","CF85_1",8.22749557721902
"CF86","CF86","CF86_1",8.22617224263761
"CF87","CF87","CF87_1",8.30388805937952
"CF88","CF88","CF88_1",8.31391331489921
"CF89","CF89","CF89_1",8.18137915873397
"CF90","CF90","CF90_1",8.57354478857536
"CF91","CF91","CF91_1",8.59018403657652
"CF92","CF92","CF92_1",8.52290018990424
"CF93","CF93","CF93_1",8.56264363728106
"CF94","CF94","CF94_1",8.36303607738805
"CF95","CF95","CF95_1",8.33346586130283
"CF96","CF96","CF96_1",8.28482118501541
"CF97","CF97","CF97_1",8.36187924637885
"CF98","CF98","CF98_1",8.43672472039677
"CF99","CF99","CF99_1",8.38138073363249
"CG00","CG00","CG00_1",8.6594904609332
"CG01","CG01","CG01_1",8.62363628358601
"CG02","CG02","CG02_1",8.52220977164511
"CG03","CG03","CG03_1",8.54491493019058
"CG04","CG04","CG04_1",8.61315570530743
"CG05","CG05","CG05_1",8.52758618259226
"CG06","CG06","CG06_1",8.40705287788269
"CG07","CG07","CG07_1",8.47946483173621
"CG08","CG08","CG08_1",8.47087560531735
"CG09","CG09","CG09_1",8.38128513547309
"CG10","CG10","CG10_1",8.62850635425311
"CG11","CG11","CG11_1",8.52358517129217
"CG12","CG12","CG12_1",8.45161240362271
"CG13","CG13","CG13_1",8.54241406590514
"CG14","CG14","CG14_1",8.56027167491243
"CG15","CG15","CG15_1",8.51130677491909
"CG16","CG16","CG16_1",8.38571297229171
"CG17","CG17","CG17_1",8.41668649543954
"CG18","CG18","CG18_1",8.46729191807065
"CG19","CG19","CG19_1",8.39958066902447
"CG20","CG20","CG20_1",8.58370656262333
"CG21","CG21","CG21_1",8.40966231563379
"CG22","CG22","CG22_1",8.43933018831805
"CG23","CG23","CG23_1",8.51971386208277
"CG24","CG24","CG24_1",8.48758803660339
"CG25","CG25","CG25_1",8.52987671685664
"CG26","CG26","CG26_1",8.46408592441104
"CG27","CG27","CG27_1",8.39763272971415
"CG28","CG28","CG28_1",8.4744363879172
"CG29","CG29","CG29_1",8.48514521485206
"CG30","CG30","CG30_1",8.56925149613768
"CG31","CG31","CG31_1",8.48695316711091
"CG32","CG32","CG32_1",8.48093765411177
"CG33","CG33","CG33_1",8.5000283771709
"CG34","CG34","CG34_1",8.48284090175262
"CG35","CG35","CG35_1",8.50482520129654
"CG36","CG36","CG36_1",8.45881231318659
"CG37","CG37","CG37_1",8.42709514401467
"CG38","CG38","CG38_1",8.46367339480702
"CG39","CG39","CG39_1",8.43743364035363
"CG40","CG40","CG40_1",8.53135398173877
"CG41","CG41","CG41_1",8.48716137293833
"CG42","CG42","CG42_1",8.46420432666441
"CG43","CG43","CG43_1",8.45483308999399
"CG44","CG44","CG44_1",8.49183539299921
"CG45","CG45","CG45_1",8.4311847047805
"CG46","CG46","CG46_1",8.4180480357254
"CG47","CG47","CG47_1",8.42420051602187
"CG48","CG48","CG48_1",8.4140140068227
"CG49","CG49","CG49_1",8.34834708503213
"CG50","CG50","CG50_1",8.52284551504188
"CG51","CG51","CG51_1",8.49902921205645
"CG52","CG52","CG52_1",8.45158595138094
"CG53","CG53","CG53_1",8.54274290522441
"CG54","CG54","CG54_1",8.5743227691303
"CG55","CG55","CG55_1",8.40151759327727
"CG56","CG56","CG56_1",8.43757006647781
"CG57","CG57","CG57_1",8.40663630544311
"CG58","CG58","CG58_1",8.38137190013771
"CG59","CG59","CG59_1",8.4040519582022
"CG60","CG60","CG60_1",8.60571139121235
"CG61","CG61","CG61_1",8.66141610434421
"CG62","CG62","CG62_1",8.6710570571179
"CG63","CG63","CG63_1",8.51880194321969
"CG64","CG64","CG64_1",8.57387303785073
"CG65","CG65","CG65_1",8.52741809823115
"CG66","CG66","CG66_1",8.54144655326341
"CG67","CG67","CG67_1",8.47793980619841
"CG68","CG68","CG68_1",8.39164731101653
"CG69","CG69","CG69_1",8.50715473096805
"CG71","CG71","CG71_1",8.73647594375837
"CG73","CG73","CG73_1",8.60776537829576
"CG74","CG74","CG74_1",8.58727012722861
"CG75","CG75","CG75_1",8.59610811413284
"CG76","CG76","CG76_1",8.55364296655183
"CG77","CG77","CG77_1",8.60663681511675
"CG78","CG78","CG78_1",8.50412164910582
"CG79","CG79","CG79_1",8.53577846246237
"CG80","CG80","CG80_1",8.73459450627897
"CG83","CG83","CG83_1",8.66913370196725
"CG84","CG84","CG84_1",8.63462125032383
"CG85","CG85","CG85_1",8.67178108742906
"CG86","CG86","CG86_1",8.65789918107193
"CG88","CG88","CG88_1",8.65702762485276
"CG89","CG89","CG89_1",8.60221614468275
"CG90","CG90","CG90_1",8.6976259200434
"CG94","CG94","CG94_1",8.69689874729633
"CG95","CG95","CG95_1",8.70135155504924
"CG98","CG98","CG98_1",8.65565210845567
"CG99","CG99","CG99_1",8.6094128018676
"CH06","CH06","CH06_1",8.81186307730054
"CH07","CH07","CH07_1",8.7726126971052
"CH08","CH08","CH08_1",8.73386309797311
"CH09","CH09","CH09_1",8.69865277193032
"CH16","CH16","CH16_1",8.78685382287902
"CH17","CH17","CH17_1",8.76125957759375
"CH18","CH18","CH18_1",8.70949936283728
"CH19","CH19","CH19_1",8.66703932674111
"CH25","CH25","CH25_1",8.7153490661601
"CH26","CH26","CH26_1",8.74333341526461
"CH27","CH27","CH27_1",8.73593630629797
"CH28","CH28","CH28_1",8.69525718659682
"CH29","CH29","CH29_1",8.64625082093989
"CH34","CH34","CH34_1",8.74172439173185
"CH35","CH35","CH35_1",8.700924352129
"CH36","CH36","CH36_1",8.72436555197122
"CH37","CH37","CH37_1",8.70825764648456
"CH38","CH38","CH38_1",8.65954457289244
"CH39","CH39","CH39_1",8.61511443067706
"CH45","CH45","CH45_1",8.66070726424252
"CH46","CH46","CH46_1",8.68377803794499
"CH47","CH47","CH47_1",8.66955825653756
"CH48","CH48","CH48_1",8.60779715576255
"CH49","CH49","CH49_1",8.51127864826101
"CH55","CH55","CH55_1",8.68805270012522
"CH56","CH56","CH56_1",8.62965243636816
"CH57","CH57","CH57_1",8.60029836770301
"CH58","CH58","CH58_1",8.58297684177701
"CH59","CH59","CH59_1",8.63662500890748
"CH65","CH65","CH65_1",8.81842795122289
"CH66","CH66","CH66_1",8.65039475827489
"CH67","CH67","CH67_1",8.5622629425151
"CH68","CH68","CH68_1",8.54475403757282
"CH69","CH69","CH69_1",8.66318008041741
"CH76","CH76","CH76_1",8.80552006434615
"CH77","CH77","CH77_1",8.6770015433273
"CH78","CH78","CH78_1",8.56877787507953
"CH79","CH79","CH79_1",8.67242548633906
"CH85","CH85","CH85_1",8.83995190225282
"CH86","CH86","CH86_1",8.78245235188224
"CH87","CH87","CH87_1",8.70902682017279
"CH88","CH88","CH88_1",8.66231547197875
"CH89","CH89","CH89_1",8.76580482420317
"CH95","CH95","CH95_1",8.82186048856267
"CH96","CH96","CH96_1",8.77143239536693
"CH97","CH97","CH97_1",8.69439233120642
"CH98","CH98","CH98_1",8.75053365291482
"CH99","CH99","CH99_1",8.73026348721021
"DA80","DA80","DA80_1",8.46500777935635
"DA90","DA90","DA90_1",8.47357618686184
"DB00","DB00","DB00_1",8.46428884972772
"DB01","DB01","DB01_1",8.47274001880565
"DB02","DB02","DB02_1",8.46340729773889
"DB03","DB03","DB03_1",8.40009595271233
"DB04","DB04","DB04_1",8.4156757342774
"DB05","DB05","DB05_1",8.45091976514644
"DB10","DB10","DB10_1",8.44756441328705
"DB11","DB11","DB11_1",8.42796743326567
"DB12","DB12","DB12_1",8.44139863793012
"DB13","DB13","DB13_1",8.40398419705715
"DB14","DB14","DB14_1",8.38211620111851
"DB15","DB15","DB15_1",8.31896655100977
"DB16","DB16","DB16_1",8.37739569851295
"DB20","DB20","DB20_1",8.37252824588468
"DB21","DB21","DB21_1",8.36348870107653
"DB22","DB22","DB22_1",8.40296755641202
"DB23","DB23","DB23_1",8.38819294107368
"DB24","DB24","DB24_1",8.32827241826743
"DB25","DB25","DB25_1",8.28720809155285
"DB26","DB26","DB26_1",8.43371555015878
"DB30","DB30","DB30_1",8.21102056642969
"DB31","DB31","DB31_1",8.21465138148638
"DB32","DB32","DB32_1",8.2995226565043
"DB33","DB33","DB33_1",8.3545476229885
"DB34","DB34","DB34_1",8.22950339211411
"DB35","DB35","DB35_1",8.36706875667248
"DB36","DB36","DB36_1",8.45221645641861
"DB40","DB40","DB40_1",8.16915032351451
"DB41","DB41","DB41_1",8.27733388517769
"DB42","DB42","DB42_1",8.18405816692163
"DB43","DB43","DB43_1",8.35099788805443
"DB44","DB44","DB44_1",8.35229748222564
"DB45","DB45","DB45_1",8.40159978169639
"DB46","DB46","DB46_1",8.4199889097286
"DB47","DB47","DB47_1",8.46914502099055
"DB50","DB50","DB50_1",8.35336139168673
"DB51","DB51","DB51_1",8.26124293078247
"DB52","DB52","DB52_1",8.20087258153994
"DB53","DB53","DB53_1",8.1492180963394
"DB54","DB54","DB54_1",8.28386084797935
"DB55","DB55","DB55_1",8.39829495790694
"DB56","DB56","DB56_1",8.42548885507607
"DB57","DB57","DB57_1",8.41906385066548
"DB60","DB60","DB60_1",8.33689381870117
"DB61","DB61","DB61_1",8.25321308301731
"DB62","DB62","DB62_1",8.18881349363584
"DB63","DB63","DB63_1",8.26044736361438
"DB64","DB64","DB64_1",8.38104591623557
"DB65","DB65","DB65_1",8.45224521989521
"DB66","DB66","DB66_1",8.44840654601047
"DB67","DB67","DB67_1",8.4111943794314
"DB68","DB68","DB68_1",8.42923387121705
"DB70","DB70","DB70_1",8.40938558438243
"DB71","DB71","DB71_1",8.31247677422288
"DB72","DB72","DB72_1",8.19468240071135
"DB73","DB73","DB73_1",8.24765321311072
"DB74","DB74","DB74_1",8.46448605508734
"DB75","DB75","DB75_1",8.50255983317786
"DB76","DB76","DB76_1",8.49883645999141
"DB77","DB77","DB77_1",8.46632426041489
"DB78","DB78","DB78_1",8.43568923703368
"DB79","DB79","DB79_1",8.44963450950165
"DB80","DB80","DB80_1",8.46280598242156
"DB81","DB81","DB81_1",8.45600522625452
"DB82","DB82","DB82_1",8.37785865664468
"DB83","DB83","DB83_1",8.45819926678841
"DB84","DB84","DB84_1",8.51040962364324
"DB89","DB89","DB89_1",8.45519678233065
"DB94","DB94","DB94_1",8.50098310672786
"DB99","DB99","DB99_1",8.47958479547772
"DC00","DC00","DC00_1",8.39647255562379
"DC01","DC01","DC01_1",8.46780736757072
"DC02","DC02","DC02_1",8.43412251291645
"DC03","DC03","DC03_1",8.51245919434617
"DC04","DC04","DC04_1",8.56946177665223
"DC05","DC05","DC05_1",8.60996316424726
"DC06","DC06","DC06_1",8.57455282520884
"DC07","DC07","DC07_1",8.57004428726733
"DC08","DC08","DC08_1",8.55948252481249
"DC09","DC09","DC09_1",8.54262216520824
"DC10","DC10","DC10_1",8.346234410269
"DC11","DC11","DC11_1",8.42755624543722
"DC12","DC12","DC12_1",8.36330278257144
"DC13","DC13","DC13_1",8.45801033873002
