"","kvadratkod","survey","tmean_year"
"CC84","CC84","CC84_3",9.66999158073689
"CC85","CC85","CC85_3",9.67694667451971
"CC86","CC86","CC86_3",9.69774659702653
"CC87","CC87","CC87_3",9.67688610264836
"CC88","CC88","CC88_3",9.68362413724648
"CC89","CC89","CC89_3",9.63173516617249
"CC90","CC90","CC90_3",9.28708131389294
"CC91","CC91","CC91_3",9.34204956352809
"CC92","CC92","CC92_3",9.41338983418305
"CC93","CC93","CC93_3",9.51410467016615
"CC94","CC94","CC94_3",9.67509706094113
"CC95","CC95","CC95_3",9.68632673451232
"CC96","CC96","CC96_3",9.67465953941478
"CC97","CC97","CC97_3",9.65544484763996
"CC98","CC98","CC98_3",9.6721366239594
"CC99","CC99","CC99_3",9.68166796619063
"CD00","CD00","CD00_3",9.522291930867
"CD01","CD01","CD01_3",9.5134755302071
"CD02","CD02","CD02_3",9.58735263249124
"CD03","CD03","CD03_3",9.65330960490517
"CD04","CD04","CD04_3",9.63781610287889
"CD05","CD05","CD05_3",9.60361774784305
"CD06","CD06","CD06_3",9.52560056759239
"CD07","CD07","CD07_3",9.62804595925261
"CD08","CD08","CD08_3",9.67887432078265
"CD09","CD09","CD09_3",9.70224101082199
"CD10","CD10","CD10_3",9.43435103870166
"CD11","CD11","CD11_3",9.47903214225597
"CD12","CD12","CD12_3",9.51103942567495
"CD13","CD13","CD13_3",9.61819752351641
"CD14","CD14","CD14_3",9.65454549486299
"CD15","CD15","CD15_3",9.68623994738063
"CD16","CD16","CD16_3",9.61079142594551
"CD17","CD17","CD17_3",9.62888112464808
"CD18","CD18","CD18_3",9.69473062856254
"CD20","CD20","CD20_3",9.39730559349903
"CD21","CD21","CD21_3",9.45378292625786
"CD22","CD22","CD22_3",9.57329564056664
"CD23","CD23","CD23_3",9.57164381856042
"CD24","CD24","CD24_3",9.52234704233096
"CD25","CD25","CD25_3",9.68203799663079
"CD26","CD26","CD26_3",9.6401776929756
"CD27","CD27","CD27_3",9.6931794531034
"CD28","CD28","CD28_3",9.68404223302449
"CD29","CD29","CD29_3",9.64889241342629
"CD30","CD30","CD30_3",9.34724720038534
"CD31","CD31","CD31_3",9.49708771154961
"CD32","CD32","CD32_3",9.52042364235991
"CD33","CD33","CD33_3",9.59306668090604
"CD34","CD34","CD34_3",9.61853934813433
"CD35","CD35","CD35_3",9.67300021929033
"CD36","CD36","CD36_3",9.66554769969073
"CD37","CD37","CD37_3",9.57020855200299
"CD38","CD38","CD38_3",9.56731042714515
"CD39","CD39","CD39_3",9.60197744902174
"CD40","CD40","CD40_3",9.48300998022632
"CD41","CD41","CD41_3",9.44097912294652
"CD42","CD42","CD42_3",9.41677093300898
"CD43","CD43","CD43_3",9.61731147947876
"CD44","CD44","CD44_3",9.5034107552614
"CD45","CD45","CD45_3",9.50373905160278
"CD46","CD46","CD46_3",9.5616610585024
"CD47","CD47","CD47_3",9.55471907880824
"CD48","CD48","CD48_3",9.53742340878025
"CD49","CD49","CD49_3",9.56852081000999
"CD50","CD50","CD50_3",9.48418222648322
"CD51","CD51","CD51_3",9.42043781103794
"CD52","CD52","CD52_3",9.39798268605155
"CD53","CD53","CD53_3",9.53399857005537
"CD54","CD54","CD54_3",9.51627651937764
"CD55","CD55","CD55_3",9.47998181249279
"CD56","CD56","CD56_3",9.50563577484975
"CD57","CD57","CD57_3",9.49902662183799
"CD58","CD58","CD58_3",9.52077424873485
"CD59","CD59","CD59_3",9.4968913159024
"CD60","CD60","CD60_3",9.37656461817197
"CD61","CD61","CD61_3",9.35603873037894
"CD62","CD62","CD62_3",9.38434757575249
"CD63","CD63","CD63_3",9.50672081109714
"CD64","CD64","CD64_3",9.4743496900228
"CD65","CD65","CD65_3",9.43007484125568
"CD66","CD66","CD66_3",9.47516374577874
"CD67","CD67","CD67_3",9.46200282314239
"CD68","CD68","CD68_3",9.48772216425178
"CD69","CD69","CD69_3",9.47741539523687
"CD70","CD70","CD70_3",9.32907399018355
"CD71","CD71","CD71_3",9.43149341063906
"CD72","CD72","CD72_3",9.3640009923481
"CD73","CD73","CD73_3",9.468129589197
"CD74","CD74","CD74_3",9.45189971865496
"CD75","CD75","CD75_3",9.3956505538771
"CD76","CD76","CD76_3",9.44607532063339
"CD77","CD77","CD77_3",9.39505480040844
"CD78","CD78","CD78_3",9.43927659306197
"CD79","CD79","CD79_3",9.46092178618868
"CD80","CD80","CD80_3",9.24833739267214
"CD81","CD81","CD81_3",9.4717303704725
"CD82","CD82","CD82_3",9.35920501489647
"CD83","CD83","CD83_3",9.44383865972162
"CD84","CD84","CD84_3",9.4837402977871
"CD85","CD85","CD85_3",9.37529740204256
"CD86","CD86","CD86_3",9.3899231522164
"CD87","CD87","CD87_3",9.26201815425431
"CD88","CD88","CD88_3",9.33505609742058
"CD89","CD89","CD89_3",9.4015106981135
"CD90","CD90","CD90_3",9.33266488912197
"CD91","CD91","CD91_3",9.43824135712834
"CD92","CD92","CD92_3",9.3481463017535
"CD93","CD93","CD93_3",9.45533596783661
"CD94","CD94","CD94_3",9.4071767204626
"CD95","CD95","CD95_3",9.38655482310006
"CD96","CD96","CD96_3",9.31015532717391
"CD97","CD97","CD97_3",9.26194410763313
"CD98","CD98","CD98_3",9.21668362045504
"CD99","CD99","CD99_3",9.25847574134585
"CE00","CE00","CE00_3",9.49022145804019
"CE01","CE01","CE01_3",9.47980569384713
"CE02","CE02","CE02_3",9.43840609821838
"CE03","CE03","CE03_3",9.39135538510431
"CE04","CE04","CE04_3",9.38377363941993
"CE05","CE05","CE05_3",9.42039680414507
"CE06","CE06","CE06_3",9.41752697388335
"CE07","CE07","CE07_3",9.42145595266579
"CE08","CE08","CE08_3",9.46711895698665
"CE09","CE09","CE09_3",9.53305608473697
"CE10","CE10","CE10_3",9.43071672169438
"CE11","CE11","CE11_3",9.40094294981899
"CE12","CE12","CE12_3",9.381010323395
"CE13","CE13","CE13_3",9.34412241891893
"CE14","CE14","CE14_3",9.29589413830685
"CE15","CE15","CE15_3",9.33935180838067
"CE16","CE16","CE16_3",9.33662928751057
"CE17","CE17","CE17_3",9.37225770299846
"CE18","CE18","CE18_3",9.46050676309
"CE19","CE19","CE19_3",9.46618439077344
"CE20","CE20","CE20_3",9.36458522065857
"CE21","CE21","CE21_3",9.32610039537633
"CE22","CE22","CE22_3",9.25186814815755
"CE23","CE23","CE23_3",9.27882142645467
"CE24","CE24","CE24_3",9.2678155015382
"CE25","CE25","CE25_3",9.27336850570203
"CE26","CE26","CE26_3",9.30416379342679
"CE27","CE27","CE27_3",9.3656717559892
"CE28","CE28","CE28_3",9.35628531883613
"CE29","CE29","CE29_3",9.31349047310306
"CE30","CE30","CE30_3",9.29184313959968
"CE31","CE31","CE31_3",9.29018564773612
"CE32","CE32","CE32_3",9.2278919913324
"CE33","CE33","CE33_3",9.20031572356053
"CE34","CE34","CE34_3",9.17042540037922
"CE35","CE35","CE35_3",9.22205559765023
"CE36","CE36","CE36_3",9.21178830736676
"CE37","CE37","CE37_3",9.26592587113165
"CE38","CE38","CE38_3",9.25612964140117
"CE39","CE39","CE39_3",9.24742873057838
"CE40","CE40","CE40_3",9.18669871516068
"CE41","CE41","CE41_3",9.20357157917147
"CE42","CE42","CE42_3",9.14652356692745
"CE43","CE43","CE43_3",9.11350007241808
"CE44","CE44","CE44_3",9.09163662927602
"CE45","CE45","CE45_3",9.16834533137577
"CE46","CE46","CE46_3",9.18797071774531
"CE47","CE47","CE47_3",9.2490132470747
"CE48","CE48","CE48_3",9.25517662511386
"CE49","CE49","CE49_3",9.36187664531142
"CE50","CE50","CE50_3",9.06391256063062
"CE51","CE51","CE51_3",9.11934072587061
"CE52","CE52","CE52_3",9.12330748275264
"CE53","CE53","CE53_3",9.04490405547811
"CE54","CE54","CE54_3",9.13801329565565
"CE55","CE55","CE55_3",9.14307140371417
"CE56","CE56","CE56_3",9.22594142323102
"CE57","CE57","CE57_3",9.27284372768609
"CE58","CE58","CE58_3",9.34456990911838
"CE59","CE59","CE59_3",9.40648486951839
"CE60","CE60","CE60_3",9.1036644838391
"CE61","CE61","CE61_3",9.12009434288661
"CE62","CE62","CE62_3",9.15716312526984
"CE63","CE63","CE63_3",9.00136662923859
"CE64","CE64","CE64_3",9.34089115239268
"CE65","CE65","CE65_3",9.29587052535597
"CE66","CE66","CE66_3",9.27165707807264
"CE67","CE67","CE67_3",9.29014658965394
"CE68","CE68","CE68_3",9.32930657417979
"CE69","CE69","CE69_3",9.34504189524838
"CE70","CE70","CE70_3",9.05995193384122
"CE71","CE71","CE71_3",9.00608631820875
"CE72","CE72","CE72_3",9.23833368826786
"CE73","CE73","CE73_3",9.11271423791016
"CE74","CE74","CE74_3",9.34796230226918
"CE75","CE75","CE75_3",9.32035041080573
"CE76","CE76","CE76_3",9.21100593449422
"CE77","CE77","CE77_3",9.33069039056585
"CE78","CE78","CE78_3",9.44406840846351
"CE79","CE79","CE79_3",9.40732560350559
"CE80","CE80","CE80_3",9.24685652704489
"CE81","CE81","CE81_3",9.25658982304473
"CE82","CE82","CE82_3",9.37292637686556
"CE83","CE83","CE83_3",9.10781236547026
"CE84","CE84","CE84_3",9.22920790308246
"CE85","CE85","CE85_3",9.32389000408872
"CE86","CE86","CE86_3",9.35192497519683
"CE87","CE87","CE87_3",9.3898227395379
"CE88","CE88","CE88_3",9.37442398121135
"CE89","CE89","CE89_3",9.39699049353615
"CE90","CE90","CE90_3",9.25705813688746
"CE91","CE91","CE91_3",9.24915636601255
"CE92","CE92","CE92_3",9.45320798994338
"CE93","CE93","CE93_3",9.33751956298453
"CE94","CE94","CE94_3",9.12466963177642
"CE95","CE95","CE95_3",9.10609657265086
"CE96","CE96","CE96_3",9.28267954951472
"CE97","CE97","CE97_3",9.27406643566246
"CE98","CE98","CE98_3",9.28070873808844
"CE99","CE99","CE99_3",9.27522006995077
"CF00","CF00","CF00_3",9.6195282024095
"CF01","CF01","CF01_3",9.47932407749096
"CF02","CF02","CF02_3",9.45751405535098
"CF03","CF03","CF03_3",9.47998135505254
"CF04","CF04","CF04_3",9.46659559122269
"CF05","CF05","CF05_3",9.50437496894761
"CF06","CF06","CF06_3",9.48570853499522
"CF07","CF07","CF07_3",9.49611655505546
"CF08","CF08","CF08_3",9.45906201677918
"CF09","CF09","CF09_3",9.49077673202762
"CF10","CF10","CF10_3",9.5751039276373
"CF11","CF11","CF11_3",9.49763354403295
"CF12","CF12","CF12_3",9.44150785326568
"CF13","CF13","CF13_3",9.41672535001201
"CF14","CF14","CF14_3",9.43979223426071
"CF15","CF15","CF15_3",9.41541811147013
"CF16","CF16","CF16_3",9.40705306274264
"CF17","CF17","CF17_3",9.40504431442072
"CF18","CF18","CF18_3",9.43941400601278
"CF19","CF19","CF19_3",9.38908089552865
"CF20","CF20","CF20_3",9.5993295378644
"CF21","CF21","CF21_3",9.53595521168266
"CF22","CF22","CF22_3",9.43692780986084
"CF23","CF23","CF23_3",9.38168828535714
"CF24","CF24","CF24_3",9.3582470998299
"CF25","CF25","CF25_3",9.28319314356692
"CF26","CF26","CF26_3",9.31457670980412
"CF27","CF27","CF27_3",9.28004416823055
"CF28","CF28","CF28_3",9.30620575750986
"CF29","CF29","CF29_3",9.36744014160299
"CF30","CF30","CF30_3",9.57042789800428
"CF31","CF31","CF31_3",9.48308782756638
"CF32","CF32","CF32_3",9.43782387913728
"CF33","CF33","CF33_3",9.52095044132937
"CF34","CF34","CF34_3",9.35216643818493
"CF35","CF35","CF35_3",9.18548510073575
"CF36","CF36","CF36_3",9.24697956197177
"CF37","CF37","CF37_3",9.1941179899202
"CF38","CF38","CF38_3",9.17844758425576
"CF39","CF39","CF39_3",9.28449998061671
"CF40","CF40","CF40_3",9.59833416217883
"CF41","CF41","CF41_3",9.46102995004873
"CF42","CF42","CF42_3",9.41289003952328
"CF43","CF43","CF43_3",9.4201690767027
"CF44","CF44","CF44_3",9.35202242067374
"CF45","CF45","CF45_3",9.27044974547422
"CF46","CF46","CF46_3",9.24963399692365
"CF47","CF47","CF47_3",9.15632489610428
"CF48","CF48","CF48_3",9.06340120141207
"CF49","CF49","CF49_3",9.17448646346298
"CF50","CF50","CF50_3",9.61262407083212
"CF51","CF51","CF51_3",9.55694703336174
"CF52","CF52","CF52_3",9.43431871535789
"CF53","CF53","CF53_3",9.3553951595542
"CF54","CF54","CF54_3",9.50192698178647
"CF55","CF55","CF55_3",9.25000603770849
"CF56","CF56","CF56_3",9.17803083799044
"CF57","CF57","CF57_3",9.1990738277592
"CF58","CF58","CF58_3",9.20593611043619
"CF59","CF59","CF59_3",9.09988414692952
"CF60","CF60","CF60_3",9.63873343626797
"CF61","CF61","CF61_3",9.48647204814118
"CF62","CF62","CF62_3",9.41418308851467
"CF63","CF63","CF63_3",9.35675828494366
"CF64","CF64","CF64_3",9.53024281625824
"CF65","CF65","CF65_3",9.3176111804743
"CF66","CF66","CF66_3",9.23151836790954
"CF67","CF67","CF67_3",9.28011634816658
"CF68","CF68","CF68_3",9.2946121560972
"CF69","CF69","CF69_3",9.13728510276313
"CF70","CF70","CF70_3",9.76069748261535
"CF71","CF71","CF71_3",9.60503426961517
"CF72","CF72","CF72_3",9.49863183335074
"CF73","CF73","CF73_3",9.44277223843794
"CF74","CF74","CF74_3",9.54058645320624
"CF75","CF75","CF75_3",9.28616489777091
"CF76","CF76","CF76_3",9.24262902236913
"CF77","CF77","CF77_3",9.33294876689286
"CF78","CF78","CF78_3",9.36095128681154
"CF79","CF79","CF79_3",9.27176220853201
"CF80","CF80","CF80_3",9.75964131184332
"CF81","CF81","CF81_3",9.68820491646116
"CF82","CF82","CF82_3",9.70188335422055
"CF83","CF83","CF83_3",9.585658517551
"CF84","CF84","CF84_3",9.63955598439255
"CF85","CF85","CF85_3",9.36796285538322
"CF86","CF86","CF86_3",9.35261543321164
"CF87","CF87","CF87_3",9.41732615880953
"CF88","CF88","CF88_3",9.40953428576785
"CF89","CF89","CF89_3",9.26377125840838
"CF90","CF90","CF90_3",9.77360135389965
"CF91","CF91","CF91_3",9.77706178281976
"CF92","CF92","CF92_3",9.69281932655935
"CF93","CF93","CF93_3",9.73011236854531
"CF94","CF94","CF94_3",9.51695596565114
"CF95","CF95","CF95_3",9.47807327103411
"CF96","CF96","CF96_3",9.41962128540459
"CF97","CF97","CF97_3",9.47782902652605
"CF98","CF98","CF98_3",9.52886351461304
"CF99","CF99","CF99_3",9.46240786201024
"CG00","CG00","CG00_3",9.91612339031684
"CG01","CG01","CG01_3",9.88039633693536
"CG02","CG02","CG02_3",9.78026800296528
"CG03","CG03","CG03_3",9.80604507087403
"CG04","CG04","CG04_3",9.86622287104019
"CG05","CG05","CG05_3",9.77688802910677
"CG06","CG06","CG06_3",9.65099010031143
"CG07","CG07","CG07_3",9.72256189930519
"CG08","CG08","CG08_3",9.70371013090087
"CG09","CG09","CG09_3",9.61520140213688
"CG10","CG10","CG10_3",9.85505780392879
"CG11","CG11","CG11_3",9.7506768993988
"CG12","CG12","CG12_3",9.68354104004613
"CG13","CG13","CG13_3",9.77711082244782
"CG14","CG14","CG14_3",9.7899956438369
"CG15","CG15","CG15_3",9.72950476772517
"CG16","CG16","CG16_3",9.61090289892116
"CG17","CG17","CG17_3",9.64478777199699
"CG18","CG18","CG18_3",9.68704732295527
"CG19","CG19","CG19_3",9.61152783945024
"CG20","CG20","CG20_3",9.78863364584892
"CG21","CG21","CG21_3",9.61893523881511
"CG22","CG22","CG22_3",9.65637476308107
"CG23","CG23","CG23_3",9.74547019536289
"CG24","CG24","CG24_3",9.70503652804457
"CG25","CG25","CG25_3",9.73666895694623
"CG26","CG26","CG26_3",9.67756509874624
"CG27","CG27","CG27_3",9.61529205034015
"CG28","CG28","CG28_3",9.68213307569204
"CG29","CG29","CG29_3",9.68370380112928
"CG30","CG30","CG30_3",9.75771295750754
"CG31","CG31","CG31_3",9.68505009640607
"CG32","CG32","CG32_3",9.6882307073019
"CG33","CG33","CG33_3",9.71112325584326
"CG34","CG34","CG34_3",9.69217481116856
"CG35","CG35","CG35_3",9.71028207179173
"CG36","CG36","CG36_3",9.66536596215498
"CG37","CG37","CG37_3",9.63722567493658
"CG38","CG38","CG38_3",9.65578000055431
"CG39","CG39","CG39_3",9.63366354891332
"CG40","CG40","CG40_3",9.71569595143903
"CG41","CG41","CG41_3",9.68192636253815
"CG42","CG42","CG42_3",9.66343319229897
"CG43","CG43","CG43_3",9.66165961783528
"CG44","CG44","CG44_3",9.69841110490685
"CG45","CG45","CG45_3",9.63572992931195
"CG46","CG46","CG46_3",9.6185891950865
"CG47","CG47","CG47_3",9.62190780276809
"CG48","CG48","CG48_3",9.60163501675727
"CG49","CG49","CG49_3",9.5322594337707
"CG50","CG50","CG50_3",9.71497930396635
"CG51","CG51","CG51_3",9.70117841784791
"CG52","CG52","CG52_3",9.66095019013982
"CG53","CG53","CG53_3",9.74524416413717
"CG54","CG54","CG54_3",9.77762855826553
"CG55","CG55","CG55_3",9.60511281760559
"CG56","CG56","CG56_3",9.63731154641097
"CG57","CG57","CG57_3",9.60413269069729
"CG58","CG58","CG58_3",9.56963809173189
"CG59","CG59","CG59_3",9.58548238104405
"CG60","CG60","CG60_3",9.79594879099697
"CG61","CG61","CG61_3",9.86362833831584
"CG62","CG62","CG62_3",9.88226679701782
"CG63","CG63","CG63_3",9.72521479050765
"CG64","CG64","CG64_3",9.78211514360651
"CG65","CG65","CG65_3",9.7287693135653
"CG66","CG66","CG66_3",9.74177167406113
"CG67","CG67","CG67_3",9.68196343624098
"CG68","CG68","CG68_3",9.59318990482758
"CG69","CG69","CG69_3",9.6894785216861
"CG71","CG71","CG71_3",9.94706430437873
"CG73","CG73","CG73_3",9.82741607831057
"CG74","CG74","CG74_3",9.80157718483739
"CG75","CG75","CG75_3",9.80392133725725
"CG76","CG76","CG76_3",9.75745630217964
"CG77","CG77","CG77_3",9.81274487766199
"CG78","CG78","CG78_3",9.71213827873121
"CG79","CG79","CG79_3",9.72985203728749
"CG80","CG80","CG80_3",9.94481166623392
"CG83","CG83","CG83_3",9.90348991211522
"CG84","CG84","CG84_3",9.86186721944325
"CG85","CG85","CG85_3",9.88865614113959
"CG86","CG86","CG86_3",9.86489174563041
"CG88","CG88","CG88_3",9.86589201402635
"CG89","CG89","CG89_3",9.80391110732308
"CG90","CG90","CG90_3",9.92302204802331
"CG94","CG94","CG94_3",9.93576293645215
"CG95","CG95","CG95_3",9.93576599135447
"CG98","CG98","CG98_3",9.87643901558626
"CG99","CG99","CG99_3",9.82428871898399
"CH06","CH06","CH06_3",10.0376471744323
"CH07","CH07","CH07_3",10.0061190727169
"CH08","CH08","CH08_3",9.97394831294106
"CH09","CH09","CH09_3",9.9453465193286
"CH16","CH16","CH16_3",9.98511014352091
"CH17","CH17","CH17_3",9.96419676318566
"CH18","CH18","CH18_3",9.92576544185273
"CH19","CH19","CH19_3",9.89016926741729
"CH25","CH25","CH25_3",9.89779250677077
"CH26","CH26","CH26_3",9.9330026180831
"CH27","CH27","CH27_3",9.91935501116466
"CH28","CH28","CH28_3",9.88875168940185
"CH29","CH29","CH29_3",9.8490994232684
"CH34","CH34","CH34_3",9.89800773848336
"CH35","CH35","CH35_3",9.86994780527259
"CH36","CH36","CH36_3",9.89845683466763
"CH37","CH37","CH37_3",9.88651293419915
"CH38","CH38","CH38_3",9.83573106943828
"CH39","CH39","CH39_3",9.80244893625273
"CH45","CH45","CH45_3",9.81985538937134
"CH46","CH46","CH46_3",9.84824711856256
"CH47","CH47","CH47_3",9.83920270547599
"CH48","CH48","CH48_3",9.77833739638864
"CH49","CH49","CH49_3",9.69225486532952
"CH55","CH55","CH55_3",9.83995926469145
"CH56","CH56","CH56_3",9.79068386972623
"CH57","CH57","CH57_3",9.7664619800699
"CH58","CH58","CH58_3",9.7549649365006
"CH59","CH59","CH59_3",9.81361695632731
"CH65","CH65","CH65_3",9.96292936256374
"CH66","CH66","CH66_3",9.81963705647448
"CH67","CH67","CH67_3",9.7405656541088
"CH68","CH68","CH68_3",9.72718100541585
"CH69","CH69","CH69_3",9.8480834631378
"CH76","CH76","CH76_3",9.9743613419579
"CH77","CH77","CH77_3",9.86314584528674
"CH78","CH78","CH78_3",9.76587462820229
"CH79","CH79","CH79_3",9.86575618149986
"CH85","CH85","CH85_3",9.99512881150564
"CH86","CH86","CH86_3",9.95774936012235
"CH87","CH87","CH87_3",9.90163758919292
"CH88","CH88","CH88_3",9.86758054359556
"CH89","CH89","CH89_3",9.97202777506651
"CH95","CH95","CH95_3",9.99969804623633
"CH96","CH96","CH96_3",9.95735397827968
"CH97","CH97","CH97_3",9.89571196847069
"CH98","CH98","CH98_3",9.9677852027587
"CH99","CH99","CH99_3",9.95458226950109
"DA80","DA80","DA80_3",9.64144028120198
"DA90","DA90","DA90_3",9.63918445547243
"DB00","DB00","DB00_3",9.59704339928869
"DB01","DB01","DB01_3",9.62182079710812
"DB02","DB02","DB02_3",9.62706838861827
"DB03","DB03","DB03_3",9.57876686280787
"DB04","DB04","DB04_3",9.5997955772022
"DB05","DB05","DB05_3",9.63756585265728
"DB10","DB10","DB10_3",9.57855285989851
"DB11","DB11","DB11_3",9.57877231868622
"DB12","DB12","DB12_3",9.60134189907652
"DB13","DB13","DB13_3",9.5715795810698
"DB14","DB14","DB14_3",9.5584584751834
"DB15","DB15","DB15_3",9.50833029263843
"DB16","DB16","DB16_3",9.56515890434247
"DB20","DB20","DB20_3",9.51183791040224
"DB21","DB21","DB21_3",9.51663110407724
"DB22","DB22","DB22_3",9.56833955574489
"DB23","DB23","DB23_3",9.5592118372278
"DB24","DB24","DB24_3",9.51068721838463
"DB25","DB25","DB25_3",9.4709551590391
"DB26","DB26","DB26_3",9.61175909187799
"DB30","DB30","DB30_3",9.36281061375948
"DB31","DB31","DB31_3",9.38326668232925
"DB32","DB32","DB32_3",9.47179629840612
"DB33","DB33","DB33_3",9.52903568892888
"DB34","DB34","DB34_3",9.4115478601801
"DB35","DB35","DB35_3",9.55210475665502
"DB36","DB36","DB36_3",9.6396571056526
"DB40","DB40","DB40_3",9.33059328612857
"DB41","DB41","DB41_3",9.44485971875668
"DB42","DB42","DB42_3",9.36321362936785
"DB43","DB43","DB43_3",9.5216093593557
"DB44","DB44","DB44_3",9.5312374696053
"DB45","DB45","DB45_3",9.58746683807068
"DB46","DB46","DB46_3",9.61684577676465
"DB47","DB47","DB47_3",9.65842992598282
"DB50","DB50","DB50_3",9.51864170700109
"DB51","DB51","DB51_3",9.4316733217126
"DB52","DB52","DB52_3",9.37729793019605
"DB53","DB53","DB53_3",9.32968376228386
"DB54","DB54","DB54_3",9.46282959017192
"DB55","DB55","DB55_3",9.58071051815674
"DB56","DB56","DB56_3",9.6158318923942
"DB57","DB57","DB57_3",9.60841331744504
"DB60","DB60","DB60_3",9.50093754096619
"DB61","DB61","DB61_3",9.42578206131969
"DB62","DB62","DB62_3",9.36924389937155
"DB63","DB63","DB63_3",9.43755246420622
"DB64","DB64","DB64_3",9.55859936231604
"DB65","DB65","DB65_3",9.63741082906065
"DB66","DB66","DB66_3",9.63488516867315
"DB67","DB67","DB67_3",9.59457218961824
"DB68","DB68","DB68_3",9.61234569699816
"DB70","DB70","DB70_3",9.57103149605297
"DB71","DB71","DB71_3",9.48183176069979
"DB72","DB72","DB72_3",9.37459054697626
"DB73","DB73","DB73_3",9.43079268732501
"DB74","DB74","DB74_3",9.65194929675395
"DB75","DB75","DB75_3",9.68435053628946
"DB76","DB76","DB76_3",9.67887617343675
"DB77","DB77","DB77_3",9.64195030671609
"DB78","DB78","DB78_3",9.62360236703686
"DB79","DB79","DB79_3",9.63290599219059
"DB80","DB80","DB80_3",9.62940375532083
"DB81","DB81","DB81_3",9.62277035583165
"DB82","DB82","DB82_3",9.55098509986193
"DB83","DB83","DB83_3",9.63902356597207
"DB84","DB84","DB84_3",9.6894840183627
"DB89","DB89","DB89_3",9.62984293749077
"DB94","DB94","DB94_3",9.68774820678998
"DB99","DB99","DB99_3",9.64640265776069
"DC00","DC00","DC00_3",9.41354993599338
"DC01","DC01","DC01_3",9.49209175278654
"DC02","DC02","DC02_3",9.47169345370835
"DC03","DC03","DC03_3",9.56626322112892
"DC04","DC04","DC04_3",9.63663347132025
"DC05","DC05","DC05_3",9.6770181973527
"DC06","DC06","DC06_3",9.64692130138978
"DC07","DC07","DC07_3",9.65838503176868
"DC08","DC08","DC08_3",9.6674694929034
"DC09","DC09","DC09_3",9.66293876972037
"DC10","DC10","DC10_3",9.36424879049272
"DC11","DC11","DC11_3",9.45797747038209
"DC12","DC12","DC12_3",9.40459073010113
"DC13","DC13","DC13_3",9.50954689213572
